Company Name;Ticker;Exchange;Sector;Industry;Market Cap (mil);s/o;52W High;52W Low;P;EPS0;EPS1;EPS2;RG;PE0;PE1;PE2;EG1;EG2;PEG1;PEG2;52W Range
Peabody Energy;BTU;NYSE;Oils-Energy;Coal;2638,86;125,9;27,16;20,96;20,96;4,99;3,11;2,72;-0,71;4,2;6,74;7,71;-38%;-13%;-0,18;-0,61;30%
;EWP;NYSE;Finance;Financial - Investment Funds;1031,17;31,05;33,92;26,18;33,21;;;;;;;;;;;;30%
J & J Snack Foods;JJSF;NSDQ;Consumer Staples;Food - Miscellaneous;3214,63;19,42;173,88;134,22;165,5;4,47;5,21;6,05;12,9;37,02;31,77;27,36;17%;16%;1,92;1,7;30%
GN Store Nord;GNNDY;OTC;Medical;Medical - Products;3644,54;50,3;97,15;47,47;72,45;3,94;3,5;5,44;-0,62;18,39;20,7;13,32;-11%;55%;-1,85;0,24;105%
;DBA;NYSE;Finance;Financial - Investment Funds;679,37;28,05;26,54;20,51;24,22;;;;;;;;;;;;29%
Blue Owl Capital Corporation;OBDC;NYSE;Finance;Financial - Miscellaneous Services;5717,38;389,73;16,86;13,03;14,67;1,91;1,93;1,8;31,62;7,68;7,6;8,15;1%;-7%;7,26;-1,21;29%
Tecnoglass;TGLS;NYSE;Retail-Wholesale;Building Products - Retail;2775,16;47;62,59;30,13;59,05;3,9;3,42;4;16,29;15,14;17,27;14,76;-12%;17%;-1,4;0,87;108%
Couchbase;BASE;NSDQ;Computer and Technology;Internet - Software;813,49;51,32;29,26;14,32;15,85;-0,66;-0,37;-0,2;16,28;-24,02;-42,84;-79,25;-44%;-46%;0,97;1,72;104%
Stag Industrial;STAG;NYSE;Finance;REIT and Equity Trust - Other;7125,98;182,11;40,98;31,71;39,13;2,28;2,39;2,51;7,68;17,16;16,37;15,59;5%;5%;3,39;3,1;29%
;MQY;NYSE;Finance;Financial - Investment Funds;931;73,08;12,74;9,86;12,74;;;;;;;;;;;;29%
Southwestern Energy;SWN;NYSE;Oils-Energy;Oil and Gas - Exploration and Production - United States;6662,01;1102,98;7,75;6;6,04;0,62;0,61;1,1;-56,53;9,74;9,9;5,49;-2%;80%;-6,14;0,07;29%
;CET;AMEX;Finance;Financial - Investment Funds;1246,51;28,39;44,77;34,67;43,91;;;;;;;;;;;;29%
TXNM Energy;TXNM;NYSE;Oils-Energy;Alternative Energy - Other;3713,55;90,2;44,85;34,74;41,17;2,79;2,71;2,82;-13,8;14,76;15,19;14,6;-3%;4%;-5,3;3,6;29%
Genpact;G;NYSE;Business Services;Outsourcing;6829,55;178,18;39,45;30,56;38,33;2,88;3,15;3,39;2,42;13,31;12,17;11,31;9%;8%;1,3;1,48;29%
W,P, Carey;WPC;NYSE;Finance;REIT and Equity Trust - Other;13454,71;218,85;67,37;52,21;61,48;5,2;4,68;4,79;17,73;11,82;13,14;12,84;-10%;2%;-1,31;5,46;29%
;USO;NYSE;Finance;Financial - Investment Funds;1366,44;19,82;82,9;64,25;68,93;;;;;;;;;;;;29%
American Financial Group;AFG;NYSE;Finance;Insurance - Property and Casualty;11249,82;83,9;136,8;106,09;134,08;10,52;10,96;11,7;11,18;12,75;12,23;11,46;4%;7%;2,92;1,7;29%
Dorchester Minerals;DMLP;NSDQ;Oils-Energy;Oil and Gas - Royalty Trust - United States;1181,81;40,09;35,44;27,5;29,48;;;;-4,1;;;;;;;;29%
UNITE Group;UTGPF;OTC;Finance;Real Estate - Operations;4747,58;400,13;13,4;10,42;11,87;0,55;0,6;0,63;7,02;21,57;19,78;18,83;9%;5%;2,18;3,77;29%
Franklin Covey;FC;NYSE;Business Services;Consulting Services;510,68;13,09;43,71;33,93;39;1,66;2,11;;6,73;23,49;18,48;#DIV/0!;27%;-100%;0,68;#DIV/0!;29%
The Hackett Group;HCKT;NSDQ;Business Services;Consulting Services;697,54;27,65;27,28;21,18;25,23;1,54;1,56;1,71;0,97;16,38;16,17;14,75;1%;10%;12,45;1,53;29%
Unifirst;UNF;NYSE;Industrial Products;Uniform and Related;3390,57;18,61;194,54;151,12;182,16;7,83;8,3;9,06;11,61;23,26;21,95;20,11;6%;9%;3,66;2,2;29%
Watts Water Technologies;WTS;NYSE;Computer and Technology;Instruments - Control;6305,35;33,35;218;169,42;189,06;8,09;8,71;8,99;3,88;23,37;21,71;21,03;8%;3%;2,83;6,54;29%
Regency Centers;REG;NSDQ;Finance;REIT and Equity Trust - Retail;13180,29;181,5;73,3;56,98;72,62;4,14;4,23;4,39;8,04;17,54;17,17;16,54;2%;4%;7,9;4,37;29%
Atlanta Braves Holdings;BATRK;NSDQ;Conglomerates;Diversified Operations;2054,42;50,68;43,97;34,19;40,54;-1,69;-0,31;-0,3;;-23,99;-130,77;-135,13;-82%;-3%;1,6;41,89;29%
iRadimed;IRMD;NSDQ;Medical;Medical - Instruments;568,75;12,67;47,98;37,31;44,89;1,36;1,54;1,75;23;33,01;29,15;25,65;13%;14%;2,2;1,88;29%
Steel Partners;SPLP;NYSE;Conglomerates;Diversified Operations;805,53;20,39;44,99;35,01;39,5;;;;12,39;;;;;;;;29%
Sunstone Hotel Investors;SHO;NYSE;Finance;REIT and Equity Trust - Other;2011,07;203,34;11,38;8,86;9,89;0,93;0,89;0,98;8,16;10,63;11,11;10,09;-4%;10%;-2,58;1;28%
Western Union;WU;NYSE;Business Services;Financial Transaction Services;4104,01;337,78;14,09;10,97;12,15;1,73;1,77;1,85;-2,65;7,02;6,86;6,57;2%;5%;2,97;1,45;28%
Albertsons Companies;ACI;NYSE;Consumer Staples;Consumer Products - Staples;10696,6;579,13;23,72;18,47;18,47;2,89;2,41;2,45;2,05;6,39;7,66;7,54;-17%;2%;-0,46;4,54;28%
QIAGEN;QGEN;NYSE;Medical;Medical - Biomedical and Genetics;10150,46;228,2;47,06;36,65;44,48;2,12;2,15;2,27;-8,23;20,98;20,69;19,59;1%;6%;14,62;3,51;28%
Starwood Property Trust;STWD;NYSE;Finance;REIT and Equity Trust;6224,92;316,79;22,14;17,25;19,65;1,95;2,01;2,01;39,95;10,08;9,78;9,78;3%;0%;3,18;#DIV/0!;28%
UGI;UGI;NYSE;Utilities;Utility - Gas Distribution;5146,09;214,69;26;20,26;23,97;2,74;2,93;3,14;-11,66;8,75;8,18;7,63;7%;7%;1,18;1,07;28%
Summit Hotel Properties;INN;NYSE;Finance;REIT and Equity Trust - Other;692,27;108,34;6,89;5,37;6,39;0,9;0,96;0,95;8,94;7,1;6,66;6,73;7%;-1%;1;-6,46;28%
Allete;ALE;NYSE;Utilities;Utility - Electric Power;3666,24;57,75;64,65;50,4;63,48;4,34;;;19,68;14,63;;;;;;;28%
American States Water;AWR;NYSE;Utilities;Utility - Water Supply;3033,28;37,46;85,38;66,57;80,98;2,75;3,03;3,35;21,19;29,45;26,73;24,17;10%;11%;2,62;2,29;28%
Peoples Bancorp;PEBO;NSDQ;Finance;Banks - Midwest;1071,29;35,51;34,52;25,03;30,17;3,6;3,28;3,28;51,21;8,38;9,2;9,2;-9%;0%;-1,03;#DIV/0!;38%
;TY;NYSE;Finance;Financial - Investment Funds;1700,51;53,92;32,24;25,17;31,54;;;;;;;;;;;;28%
Hafnia Limited;HAFN;NYSE;Transportation;Transportation - Shipping;3542,67;506,82;8,95;6,99;6,99;;1,6;1,17;;;4,37;5,97;;-27%;;-0,22;28%
;PPLT;NYSE;Finance;Financial - Investment Funds;955,75;11,3;99,8;78,01;84,58;;;;;;;;;;;;28%
Elbit Systems;ESLT;NSDQ;Aerospace;Aerospace - Defense Equipment;8852,1;44,45;225,48;176,25;199,13;6,3;7,8;8,3;8,4;31,61;25,53;23,99;24%;6%;1,07;3,74;28%
TEGNA;TGNA;NYSE;Consumer Discretionary;Broadcast Radio and Television;2231,68;165,43;16,27;12,72;13,49;1,77;3,07;2,02;-11,23;7,62;4,39;6,68;73%;-34%;0,06;-0,2;28%
Premier;PINC;NSDQ;Medical;Medical Services;2047,84;100,19;23,15;18,1;20,44;2,16;1,22;1,17;0,77;9,46;16,75;17,47;-44%;-4%;-0,38;-4,26;28%
Rakuten;RKUNY;OTC;Computer and Technology;Internet - Services;13864,61;2149,55;7,23;3,54;6,45;-0,82;-0,25;0,05;0,07;-7,87;-25,8;129;-70%;-120%;0,37;-1,08;104%
Flughafen Wien;VIAAY;OTC;Transportation;Transportation - Airline;3999,15;335,5;13,41;11,92;11,92;;;;51,58;;;;;;;;13%
NV5 GLOBAL INC;NVEE;NSDQ;Business Services;Technology Services;1450,11;16,28;113,92;89,07;89,07;4,89;5,12;5,53;9,53;18,21;17,4;16,11;5%;8%;3,7;2,01;28%
;MYD;NYSE;Finance;Financial - Investment Funds;525,83;46,66;11,28;8,82;11,27;;;;;;;;;;;;28%
Seaboard;SEB;AMEX;Consumer Staples;Food - Miscellaneous;3056,17;0,97;3850;3013,08;3147,27;;;;-14,95;;;;;;;;28%
Maximus;MMS;NYSE;Business Services;Government Services;5244,43;60,18;93,11;72,89;87,15;3,88;6,12;5,87;5,91;22,46;14,24;14,85;58%;-4%;0,25;-3,63;28%
CrossAmerica Partners;CAPL;NYSE;Oils-Energy;Oil and Gas - Refining and Marketing - Master Limited Partnerships;752,94;38,03;24,03;18,82;19,8;0,85;0,17;0,58;-11,7;23,29;116,47;34,14;-80%;241%;-1,46;0,14;28%
Avista;AVA;NYSE;Utilities;Utility - Electric Power;3023,01;78,7;39,64;31,07;38,41;2,3;2,42;2,67;2,42;16,7;15,87;14,39;5%;10%;3,04;1,39;28%
S&T Bancorp;STBA;NSDQ;Finance;Banks - Northeast;1578,07;38,26;45,61;24,99;41,25;3,65;3,31;3,11;34,21;11,3;12,46;13,26;-9%;-6%;-1,34;-2,2;83%
Douglas Emmett;DEI;NYSE;Finance;REIT and Equity Trust - Other;2613,26;167,41;16,09;10,84;15,61;1,84;1,67;1,45;23,76;8,48;9,35;10,77;-9%;-13%;-1,01;-0,82;48%
Jack Henry & Associates;JKHY;NSDQ;Computer and Technology;Electronics - Miscellaneous Services;12368,17;72,91;175,95;138,1;169,64;5,19;5,76;6,25;6,63;32,69;29,45;27,14;11%;9%;2,68;3,19;27%
Vivendi;VIVHY;OTC;Utilities;Diversified Communication Services;11452,69;1029,92;12;8,43;11,12;0,7;0,89;1,02;13,13;15,89;12,49;10,9;27%;15%;0,46;0,75;42%
Berry Global Group;BERY;NYSE;Industrial Products;Containers - Paper and Packaging;7657,57;114,6;69;54,17;66,82;7,27;7,6;8,19;-12,63;9,19;8,79;8,16;5%;8%;1,94;1,05;27%
Valeo;VLEEY;OTC;Auto-Tires-Trucks;Automotive - Original Equipment;2430,68;489,27;9,58;4,94;4,97;0,67;0,47;1,09;12,98;7,41;10,57;4,56;-30%;132%;-0,35;0,03;94%
Vallourec;VLOWY;OTC;Oils-Energy;Oil and Gas - Speciality - International;3265,26;1149,74;4,03;2,18;2,84;0,46;0,38;0,52;7,56;6,17;7,47;5,46;-17%;37%;-0,43;0,15;85%
Bentley Systems;BSY;NSDQ;Computer and Technology;Internet - Software;14034,05;290,62;57,05;44,79;48,29;0,9;1,1;1,21;11,77;53,66;43,9;39,91;22%;10%;1,98;3,99;27%
Littelfuse;LFUS;NSDQ;Computer and Technology;Electronics - Miscellaneous Components;6219,88;24,79;274,34;215,41;250,92;11,74;8,18;10,98;-6,02;21,37;30,67;22,85;-30%;34%;-1,01;0,67;27%
Essential Utilities;WTRG;NYSE;Utilities;Utility - Water Supply;10634,9;273,67;41,49;32,59;38,86;1,86;1,93;2,11;-10,24;20,89;20,13;18,42;4%;9%;5,35;1,97;27%
Alexander & Baldwin Holdings;ALEX;NYSE;Finance;REIT and Equity Trust - Other;1388,53;72,62;19,85;15,6;19,12;1,15;1,27;1,09;-9,37;16,63;15,06;17,54;10%;-14%;1,44;-1,24;27%
Franklin Electric Co,;FELE;NSDQ;Industrial Products;Manufacturing - Electronics;4363,06;45,67;106,81;84;95,53;4,15;4,22;4,63;1,05;23,02;22,64;20,63;2%;10%;13,42;2,12;27%
Sonoco;SON;NYSE;Industrial Products;Containers - Paper and Packaging;5406,14;98,26;61,45;48,33;55,02;5,31;5,09;5,55;-6,47;10,36;10,81;9,91;-4%;9%;-2,61;1,1;27%
Apple Hospitality REIT;APLE;NYSE;Finance;REIT and Equity Trust - Other;3383,15;242,35;17,41;13,7;13,96;1,59;1,61;1,65;8,51;8,78;8,67;8,46;1%;2%;6,89;3,41;27%
Weis Markets;WMK;NYSE;Retail-Wholesale;Retail - Supermarkets;1825,06;26,9;75,45;59,4;67,85;;;;0,02;;;;;;;;27%
;EWL;NYSE;Finance;Financial - Investment Funds;1262,74;24,75;52,85;41,61;51,02;;;;;;;;;;;;27%
Toro;TTC;NYSE;Consumer Discretionary;Tools - Handheld;8418,51;102,61;99,6;78,46;82,04;4,07;4,24;4,74;0,85;20,16;19,35;17,31;4%;12%;4,63;1,47;27%
Genworth Financial;GNW;NYSE;Finance;Insurance - Life Insurance;2903,24;432,03;6,98;5,5;6,72;;;;-0,25;;;;;;;;27%
;ILF;NYSE;Finance;Financial - Investment Funds;1351,94;53,5;29,69;23,4;25,27;;;;;;;;;;;;27%
The Madison Square Garden Company;MSGS;NYSE;Consumer Discretionary;Leisure and Recreation Services;4846,23;23,95;209,47;165,18;202,33;1,72;1,39;2,07;15,74;117,63;145,56;97,74;-19%;49%;-7,59;2;27%
Ardent Health Partners;ARDT;NYSE;Medical;Medical Services;2739,63;142,76;19,83;15,64;19,19;;1,24;2,12;;;15,48;9,05;;71%;;0,13;27%
;USA;NYSE;Finance;Financial - Investment Funds;1828,28;270,86;7,15;5,64;6,75;;;;;;;;;;;;27%
;EWA;NYSE;Finance;Financial - Investment Funds;1396,67;55,6;26,05;20,55;25,12;;;;;;;;;;;;27%
;QQQX;NSDQ;Finance;Financial - Investment Funds;1164,52;48,83;25,77;20,33;23,85;;;;;;;;;;;;27%
AMERISAFE;AMSF;NSDQ;Finance;Insurance - Accident and Health;925,19;19,07;53,62;42,32;48,52;2,83;2,4;2,1;4,11;17,14;20,22;23,1;-15%;-13%;-1,33;-1,85;27%
John Bean Technologies;JBT;NYSE;Industrial Products;Manufacturing - Thermal Products;2797,2;31,84;109,94;86,81;87,85;4,07;5,18;5,65;-23,16;21,58;16,96;15,55;27%;9%;0,62;1,71;27%
;XLB;NYSE;Finance;Financial - Investment Funds;5318,79;59,17;94,28;74,46;89,89;;;;;;;;;;;;27%
AptarGroup;ATR;NYSE;Industrial Products;Containers - Paper and Packaging;10116,27;66,39;153,19;121,17;152,38;4,68;5,36;5,97;4,97;32,56;28,43;25,52;15%;11%;1,96;2,24;26%
California Water Service Group;CWT;NYSE;Utilities;Utility - Water Supply;3193,03;58,83;55,33;43,77;54,28;1,91;3,33;2,37;-6,12;28,42;16,3;22,9;74%;-29%;0,22;-0,79;26%
American Homes 4 Rent;AMH;NYSE;Finance;REIT and Equity Trust - Residential;14440,07;366,5;39,77;31,49;39,4;1,66;1,76;1,86;8,93;23,73;22,39;21,18;6%;6%;3,72;3,73;26%
;EWY;NYSE;Finance;Financial - Investment Funds;4670,6;77,2;68,96;54,64;60,5;;;;;;;;;;;;26%
;EWQ;NYSE;Finance;Financial - Investment Funds;646,46;16,8;42,58;33,76;38,48;;;;;;;;;;;;26%
Avnet;AVT;NSDQ;Computer and Technology;Electronics - Parts Distribution;4470,83;88,11;55,43;43,95;50,74;5,06;4,57;5,99;-10,48;10,03;11,1;8,47;-10%;31%;-1,15;0,27;26%
Albany International;AIN;NYSE;Industrial Products;Textile - Products;2638,58;31,2;98,96;78,48;84,57;3,66;3,71;4,51;10,92;23,11;22,8;18,75;1%;22%;16,69;0,87;26%
Kimbell Royalty;KRP;NYSE;Oils-Energy;Oil and Gas - Royalty Trust - United States;1450,55;95,49;17,05;14,39;15,19;1,09;0,99;1,28;18,55;13,94;15,34;11,87;-9%;29%;-1,67;0,41;18%
;ECC;NYSE;Finance;Financial - Investment Management;770,25;76,95;10,44;8,7;10,01;1,4;1,28;1,29;17,43;7,15;7,82;7,76;-9%;1%;-0,91;9,93;20%
Victrex;VTXPF;OTC;Basic Materials;Chemical - Plastic;1209,23;87;20,02;13,9;13,9;0,95;0,73;0,97;-10,74;14,63;19,04;14,33;-23%;33%;-0,82;0,44;44%
LTC Properties;LTC;NYSE;Finance;REIT and Equity Trust - Other;1594,82;43,49;38,15;30,31;36,67;2,65;2,69;2,7;12,61;13,84;13,63;13,58;2%;0%;9,03;36,53;26%
Werner Enterprises;WERN;NSDQ;Transportation;Transportation - Truck;2225,7;61,81;43,02;34,2;36,01;1,97;1;2,06;-0,2;18,28;36,01;17,48;-49%;106%;-0,73;0,16;26%
Evergy;EVRG;NSDQ;Utilities;Utility - Electric Power;13742,32;229,96;60,42;48,05;59,76;3,58;3,85;4,04;-5,99;16,69;15,52;14,79;8%;5%;2,06;3;26%
Ennis;EBF;NYSE;Industrial Products;Office Supplies;596,85;25,98;23,91;19,03;22,97;;;;-2,72;;;;;;;;26%
Portland General Electric;POR;NYSE;Utilities;Utility - Electric Power;4945,14;103,07;48,87;38,9;47,98;2,55;3,09;3,21;10,43;18,82;15,53;14,95;21%;4%;0,73;3,85;26%
Greif;GEF;NYSE;Industrial Products;Containers - Paper and Packaging;2881,28;47,18;70,35;56,02;61,07;5,9;4,22;4,85;-17,81;10,35;14,47;12,59;-28%;15%;-0,51;0,84;26%
;EWJ;NYSE;Finance;Financial - Investment Funds;14676,8;215,55;71,97;57,34;68,09;;;;;;;;;;;;26%
Wacoal;WACLY;OTC;Consumer Discretionary;Textile - Apparel;1573,01;11,01;142,82;106,99;142,82;;;;-7,1;;;;;;;;33%
OGE Energy;OGE;NYSE;Utilities;Utility - Electric Power;7954,34;200,87;40,07;31,94;39,6;2,04;2,14;2,25;-20,78;19,41;18,5;17,6;5%;5%;3,77;3,42;25%
Black Hills;BKH;NYSE;Utilities;Utility - Electric Power;4161,19;69,75;60,13;47,93;59,66;3,81;3,92;4,15;-8,64;15,66;15,22;14,38;3%;6%;5,27;2,45;25%
Lindsay;LNN;NYSE;Industrial Products;Manufacturing - Farm Equipment;1246,24;10,89;134,08;106,92;114,48;5,88;5,51;6,04;-12,54;19,47;20,78;18,95;-6%;10%;-3,3;1,97;25%
Associated Capital Group;AC;NYSE;Finance;Financial - Investment Management;692,59;21,27;37,15;29,65;32,56;;;;-16,71;;;;;;;;25%
Flowers Foods;FLO;NYSE;Consumer Staples;Food - Miscellaneous;4936,4;210,6;25,51;20,37;23,44;1,21;1,25;1,32;5,93;19,37;18,75;17,76;3%;6%;5,67;3,17;25%
Sila Realty Trust;SILA;NYSE;Finance;REIT and Equity Trust - Other;1411,22;55,02;25,65;20,49;25,65;;;;;;;;;;;;25%
Enterprise Financial Services;EFSC;NSDQ;Finance;Banks - Midwest;1883,32;37,37;54;33,59;50,4;5,1;4,59;4,51;45,17;9,88;10,98;11,18;-10%;-2%;-1,1;-6,41;61%
Atlanta Braves Holdings;BATRA;NSDQ;Conglomerates;Diversified Operations;2702,65;61,87;46,24;36,99;43,68;;-0,39;-0,46;;;-112;-94,96;;18%;;-5,29;25%
Amdocs;DOX;NSDQ;Computer and Technology;Computers - IT Services;9979,98;117,54;93,57;74,9;84,91;5,91;6,44;7,1;6,79;14,37;13,18;11,96;9%;10%;1,47;1,17;25%
;MYI;NYSE;Finance;Financial - Investment Funds;793,62;68,06;11,66;9,34;11,66;;;;;;;;;;;;25%
Oaktree Specialty Lending;OCSL;NSDQ;Finance;Financial - Miscellaneous Services;1366,92;82,25;21,54;15,72;16,62;2,48;2,24;2,25;44,48;6,7;7,42;7,39;-10%;0%;-0,77;16,55;37%
CF Industries;CF;NYSE;Basic Materials;Fertilizers;14173,19;180,41;86,55;69,38;78,56;7,97;5,83;5,58;-40,72;9,86;13,48;14,08;-27%;-4%;-0,5;-3,28;25%
Blackstone Secured Lending Fund;BXSL;NYSE;Finance;Financial - SBIC & Commercial Industry;6012,9;200,97;32,5;26,06;29,92;3,85;3,55;3,36;34,59;7,77;8,43;8,9;-8%;-5%;-1,08;-1,66;25%
EnLink Midstream;ENLC;NYSE;Oils-Energy;Oil and Gas - Refining and Marketing;6534,13;461,45;14,4;11,55;14,16;0,47;0,46;0,7;-27,69;30,13;30,78;20,23;-2%;52%;-14,47;0,39;25%
;GAB;NYSE;Finance;Financial - Investment Funds;1646,19;302,05;5,72;4,59;5,45;;;;;;;;;;;;25%
;EWU;NYSE;Finance;Financial - Investment Funds;3178,28;87,1;37,61;30,21;36,49;;;;;;;;;;;;24%
;DNP;NYSE;Finance;Financial - Investment Funds;3378,22;354,86;10,08;8,1;9,52;;;;;;;;;;;;24%
Columbia Sportswear;COLM;NSDQ;Consumer Discretionary;Textile - Apparel;4773,16;58,55;86,98;69,95;81,52;4,55;3,85;4,32;0,67;17,92;21,17;18,87;-15%;12%;-1,38;1,55;24%
Ituran Location and Control;ITRN;NSDQ;Industrial Products;Security and Safety Services;541,5;19,89;30,13;24,24;27,22;;;;9,18;;;;;;;;24%
;PTY;NYSE;Finance;Financial - Investment Funds;2192,12;153,08;15,05;12,13;14,32;;;;;;;;;;;;24%
;BCAT;NYSE;Finance;Financial - Investment Funds;1758,07;107,46;17;13,71;16,36;;;;;;;;;;;;24%
Arrow Electronics;ARW;NYSE;Computer and Technology;Electronics - Parts Distribution;6695,85;52,94;135,1;108,98;126,47;16,83;10,74;14,63;-10,82;7,51;11,78;8,64;-36%;36%;-0,33;0,24;24%
OceanFirst Financial;OCFC;NSDQ;Finance;Financial - Savings and Loan;999,5;58,48;18,69;12,32;17,09;1,75;1,58;1,72;30,87;9,77;10,82;9,94;-10%;9%;-1,11;1,12;52%
Matterport;MTTR;NSDQ;Business Services;Technology Services;1333,97;319,13;4,8;1,74;4,18;-0,22;-0,05;0,02;15,88;-19;-83,6;209;-77%;-140%;1,08;-1,49;176%
Spire;SR;NYSE;Utilities;Utility - Gas Distribution;3784,97;57,75;67,77;54,75;65,54;4,17;4,23;4,54;21,28;15,72;15,49;14,44;1%;7%;10,77;1,97;24%
Demant;WILYY;OTC;Medical;Medical - Products;9197,33;442,18;26,85;17,6;20,8;0,84;0,97;1,14;16,72;24,76;21,44;18,25;15%;18%;1,39;1,04;53%
Gaming and Leisure Properties;GLPI;NSDQ;Finance;REIT and Equity Trust - Other;14136,65;274,39;52,02;42,03;51,52;3,69;3,75;3,85;9,81;13,96;13,74;13,38;2%;3%;8,45;5,02;24%
;MUC;NYSE;Finance;Financial - Investment Funds;1090,08;96,04;11,39;9,21;11,35;;;;;;;;;;;;24%
;PID;NSDQ;Finance;Financial - Investment Funds;877,33;45,34;19,61;15,86;19,35;;;;;;;;;;;;24%
;DWM;NYSE;Finance;Financial - Investment Funds;537,37;9,65;57,41;46,5;55,69;;;;;;;;;;;;23%
EastGroup Properties;EGP;NYSE;Finance;REIT and Equity Trust - Other;9012,17;48,73;191,34;154,98;184,94;7,72;8,32;8,99;17,16;23,96;22,23;20,57;8%;8%;2,86;2,55;23%
;PEO;NYSE;Finance;Financial - Investment Funds;567,18;25,51;24,4;19,79;22,23;;;;;;;;;;;;23%
EPR Properties;EPR;NYSE;Finance;REIT and Equity Trust - Retail;3584,65;75,72;49,02;39,76;47,34;5,24;4,82;5,02;7,24;9,03;9,82;9,43;-8%;4%;-1,23;2,27;23%
Ellington Financial;EFC;NYSE;Finance;Financial - Mortgage & Related Services;1132,7;86,93;13,44;10,91;13,03;1,58;1,37;1,67;-23,3;8,25;9,51;7,8;-13%;22%;-0,72;0,36;23%
;MUJ;NYSE;Finance;Financial - Investment Funds;647,3;53,99;12,03;9,77;11,99;;;;;;;;;;;;23%
Wilmar International;WLMIY;OTC;Basic Materials;Agriculture - Products;14857,7;624,27;28;22,59;23,8;;;;-8,51;;;;;;;;24%
Woolworths;WLWHY;OTC;Retail-Wholesale;Retail - Apparel and Shoes;3469,33;988,7;4,23;2,84;3,51;;;;0,9;;;;;;;;49%
Donegal Group;DGICA;NSDQ;Finance;Insurance - Property and Casualty;505,6;33,48;15,29;12,42;15,1;0,4;0,45;0,95;9,33;37,75;33,56;15,89;13%;111%;2,68;0,14;23%
;IDV;AMEX;Finance;Financial - Investment Funds;4235,27;144,45;30,1;24,46;29,32;;;;;;;;;;;;23%
;DEM;NYSE;Finance;Financial - Investment Funds;2840,73;67,3;44,72;36,36;42,21;;;;;;;;;;;;23%
Banco Santander Chile;BSAC;NYSE;Finance;Banks - Foreign;9346,93;471,11;21;17,12;19,84;1,24;1,82;2,21;15,42;16;10,9;8,98;47%;21%;0,23;0,42;23%
Tootsie Roll Industries;TR;NYSE;Consumer Staples;Food - Confectionery;2257,24;71,52;34,18;27,88;31,56;;;;12,01;;;;;;;;23%
Equity Lifestyle Properties;ELS;NYSE;Finance;REIT and Equity Trust - Residential;13778,12;186,52;73,87;60,29;73,87;2,75;2,91;3,08;2,93;26,86;25,38;23,98;6%;6%;4,36;4,11;23%
Penske Automotive Group;PAG;NYSE;Retail-Wholesale;Automotive - Retail and Whole Sales;10501,73;66,77;174,11;142,35;157,28;16,27;13,83;13,76;6,16;9,67;11,37;11,43;-15%;-1%;-0,76;-22,58;22%
Landstar System;LSTR;NSDQ;Transportation;Transportation - Truck;6382,17;35,45;198,87;162,63;180,02;7,37;5,87;7,45;-28,69;24,43;30,67;24,16;-20%;27%;-1,51;0,9;22%
National Beverage;FIZZ;NSDQ;Consumer Staples;Beverages - Soft drinks;4217,21;93,61;53,14;43,51;45,05;;;;1,6;;;;;;;;22%
;IYE;NYSE;Finance;Financial - Investment Funds;1203,38;26,6;51,17;41,9;45,24;;;;;;;;;;;;22%
Getty Realty;GTY;NYSE;Finance;REIT and Equity Trust - Other;1715,51;54,19;31,86;26,09;31,66;2,26;2,31;2,37;12,23;14,01;13,71;13,36;2%;3%;6,19;5,14;22%
National Presto Industries;NPK;NYSE;Conglomerates;Diversified Operations;525,14;7,1;85,85;70,4;73,96;;;;6;;;;;;;;22%
RLI;RLI;NYSE;Finance;Insurance - Property and Casualty;6925,04;45,75;154,19;126,53;151,38;4,84;6,14;6,3;-10,95;31,28;24,65;24,03;27%;3%;0,92;9,22;22%
Wyndham Hotels & Resorts;WH;NYSE;Consumer Discretionary;Hotels and Motels;6112,25;78,98;81,29;66,83;77,39;4;4,27;4,71;-6,74;19,35;18,12;16,43;7%;10%;2,69;1,59;22%
FRP;FRPH;NSDQ;Finance;Real Estate - Operations;541,42;19,03;32,34;26,59;28,45;;;;10,74;;;;;;;;22%
Saul Centers;BFS;NYSE;Finance;REIT and Equity Trust - Retail;978;24,14;41,03;33,76;40,52;;3,12;2,92;4,62;;12,99;13,88;;-6%;;-2,16;22%
;FAX;AMEX;Finance;Financial - Investment Funds;686,12;247,7;2,88;2,37;2,77;;;;;;;;;;;;22%
TriMas;TRS;NSDQ;Industrial Products;Metal Products - Procurement and Fabrication;997,89;40,65;27,8;22,88;24,55;1,89;1,76;2,2;1,1;12,99;13,95;11,16;-7%;25%;-2,03;0,45;22%
;PCY;NYSE;Finance;Financial - Investment Funds;1442,7;68,7;21,13;17,41;21;;;;;;;;;;;;21%
The Interpublic Group of Companies;IPG;NYSE;Business Services;Advertising and Marketing;11677,11;375,59;33,4;27,56;31,09;2,97;2,82;2,93;-0,35;10,47;11,02;10,61;-5%;4%;-2,18;2,72;21%
Choice Hotels International;CHH;NYSE;Consumer Discretionary;Hotels and Motels;5803,12;47,21;132,47;109,6;122,91;6,02;6,38;6,78;10,14;20,42;19,26;18,13;6%;6%;3,22;2,89;21%
Federated Hermes;FHI;NYSE;Finance;Financial - Investment Management;2779,66;82,61;36,79;30,46;33,65;3,28;3,01;3,94;11,33;10,26;11,18;8,54;-8%;31%;-1,36;0,28;21%
